term,estimate,std_err
gdp_growth,0.1620852190855228,0.11060565738004775
L1_credit_growth,0.07848468526720861,0.04652395955446148
policy_rate,0.4656720393167066,0.5291825360995032
inflation,-0.06528909867830757,0.2151279455719711
unemployment,0.03229963078219474,0.11223400171595256
credit_to_gdp_gap,-0.04525428504590695,0.0444884526280107
