
country,year,bank_z_score,capital_adequacy_ratio,credit_private_sector,gdp_growth,inflation,npl_ratio,credit_growth,ecb_refi_rate,interest_rate,credit_growth_log,unemployment
GR,2003,,12.0,58.6084658609262,5.79682274294369,3.55858829752319,,7.043002992697156,2.0,2.0,6.806046486280604,9.839
GR,2004,4.80545,12.8,63.7510243233114,5.37786634595851,2.96881070204127,,8.774429405110396,2.0,2.0,8.41060969612295,10.628
GR,2005,5.112296,13.2,73.5213401671145,1.18350635493289,1.90041788925922,,15.325739386167726,2.25,2.25,14.25904547612129,10.074
GR,2006,5.180621,12.2,77.4082458435678,6.44339762487436,3.36453600825695,,5.286772068651535,3.5,3.5,5.151760388048476,8.906
GR,2007,5.11802,11.3,85.6601665139535,3.50686976639459,3.36710379338597,,10.660260519353182,4.0,4.0,10.129460571146254,8.351
GR,2008,3.458258,10.0,90.3657343188434,0.0574740238200775,4.06288884890627,2.47019680774369,5.493297522511109,2.5,2.5,5.347723431756446,7.664
GR,2009,4.494339,11.7,89.0724978615806,-4.11927606715011,2.36843430509732,3.7737094478324,-1.4311137590049094,1.0,1.0,-1.44145295427327,9.546
GR,2010,3.888523,12.25933,112.647901748453,-5.6937412158003,1.18092065228493,5.62295516381546,26.467657753921724,1.0,1.0,23.48164195608824,12.719
GR,2011,-0.1872253,10.273697,119.010204246774,-9.87677875300243,0.976657802861098,9.19946087632775,5.647954732905958,1.0,1.0,5.494219899312824,17.973
GR,2012,2.27715,9.5685238,119.937064375394,-8.33113421099992,-0.334569925784251,15.7182240298714,0.7788072749611574,0.75,0.75,0.775790225645423,24.731
GR,2013,7.468579,13.50814,119.564505401844,-2.27211699888024,-1.9603216018036,27.8147390613922,-0.3106287247317651,0.25,0.25,-0.3111121771759428,27.686
GR,2014,5.429644,14.069831,117.666173347206,0.792225060962835,-1.92347455777482,29.9945374662288,-1.5877053547437847,0.05,0.05,-1.6004444153060682,26.708
GR,2015,5.945258,16.518907,113.197845669481,-0.228301892172851,-0.174753732642159,35.7068688820245,-3.797461539383951,0.05,0.05,-3.871444134007884,24.981
GR,2016,7.967101,16.946623,108.391497452381,-0.0317947678412054,-0.489961144384012,37.3561319650912,-4.24597145703085,0.0,0.0,-4.338748525658964,23.514
GR,2017,9.335051,17.02401,100.41862073476,1.47312472702352,0.2036135315862,45.9667979665881,-7.3556292744490275,0.0,0.0,-7.640199359637734,21.413
GR,2018,7.744936,15.988917,90.982699750015,2.06467207892409,-0.234800451317412,43.3731858901074,-9.396584931860897,0.0,0.0,-9.867827974073506,19.179
GR,2019,7.77626,17.021147,79.9951550161284,2.27718065334808,0.245015781395267,38.0724169271524,-12.076520881525932,0.0,0.0,-12.870330526443752,17.045
GR,2020,7.356091,16.664326,81.0280473649208,-9.19623149726978,-0.363959702932064,30.8146791725642,1.2911936336446272,0.0,0.0,1.282928795991367,15.899
GR,2021,6.641998,,55.9784544551461,8.65449786002131,1.39275644673982,11.881332954805,-30.914718698527267,0.0,0.0,-36.98284836708163,14.656
GR,2022,,,52.049469198804,5.74364902526337,6.49582431023742,8.17432019475188,-7.018745505898671,2.5,2.5,-7.277227773126071,12.426
HR,2000,6.617574,21.299999,,2.94525299539681,4.35088461209688,,,4.75,4.75,,16.064
HR,2001,5.057924,18.5,,3.11123487893718,4.22808559680259,,,3.25,3.25,,15.822
HR,2002,5.536661,17.4,,5.80332851682508,3.84070455117511,,,2.75,2.75,,15.053
HR,2003,5.092443,16.5,,5.56837267108266,4.30049516603847,,,2.0,2.0,,13.924
HR,2004,5.082476,16.0,,4.17048487309191,3.62413483551181,,,2.0,2.0,,13.664
HR,2005,5.325206,15.2,,4.32707652205913,3.11436952510556,,,2.25,2.25,,12.598
HR,2006,5.564413,14.0,,5.0814659040727,3.88062372679858,5.34245735688259,,3.5,3.5,,11.13
HR,2007,7.2681,16.299999,,5.04888620876034,4.28626980768851,4.87864305198447,,4.0,4.0,,9.909
HR,2008,7.795281,15.1,,1.96859009281911,5.52922978301194,4.99056742440643,,2.5,2.5,,8.53
HR,2009,7.754302,16.4,,-6.81395617789426,2.98499874568037,7.91941760061947,,1.0,1.0,,9.202
HR,2010,7.730999,18.789232,,-1.33408152400571,0.920113149429753,11.5855332193819,,1.0,1.0,,11.62
HR,2011,7.637905,20.46966,,-0.0977514527446601,1.66934505042573,12.928961296036,,1.0,1.0,,13.678
HR,2012,7.861647,20.894365,69.2228188173419,-2.25374558078583,1.41145606381943,14.5622704712966,,0.75,0.75,,15.935
HR,2013,7.394768,20.87,67.9001644266831,-0.125449826211494,0.73288886582057,16.7568120904944,-1.910720212288497,0.25,0.25,-1.929210380082136,17.251
HR,2014,7.605237,21.8,66.7345792689311,-0.5571501973061,0.126544520072585,18.4279034590926,-1.7166161048263406,0.05,0.05,-1.7315207760028706,17.29
HR,2015,6.566321,20.98,63.165435727392,2.32317515803855,0.12437215819854,18.1676735966228,-5.3482670912720405,0.05,0.05,-5.496599990312845,16.175
HR,2016,8.026342,22.53,58.9808710490203,3.46112947356767,0.0151130697192627,15.0408591292296,-6.624769749758952,0.0,0.0,-6.854407667211504,13.103
HR,2017,8.239655,23.23,55.9740916379985,3.28095812140658,1.23163897621677,12.1373945444085,-5.097889124972066,0.0,0.0,-5.232423746860526,11.208
HR,2018,7.880998,22.9,54.2678997100027,2.90468149344008,2.02559756591751,10.4132460170911,-3.048181539113237,0.0,0.0,-3.095604778748795,8.432
HR,2019,7.937998,23.23,52.9192589760751,3.10043911443758,1.98838183285723,7.41124434409121,-2.485153730169188,0.0,0.0,-2.5165550141941218,6.617
HR,2020,7.289279,24.91,59.1344076491961,-8.31164257884687,0.803359807884533,7.62864949414571,11.744587496833404,0.0,0.0,11.104561229981025,7.507
HR,2021,7.392629,,52.8563342810768,12.6317003277712,2.08111752959877,5.69923091645787,-10.616616649587174,0.0,0.0,-11.223538964793978,7.608
HR,2022,,,50.5286799589489,7.28793643206565,8.01280669780672,4.33106920944263,-4.403737704832144,2.5,2.5,-4.503646402593642,6.96
IE,2000,2.883734,10.7,,9.40352464290197,6.87495031924017,,,4.75,4.75,,4.318
IE,2001,2.398847,13.2,71.776397881,5.30582177251378,6.859685812897,,1.491053677932408,3.25,3.25,,3.684
IE,2002,6.29248,12.3,75.4068879464266,5.89936644855928,5.18690234157557,,5.058055534419115,2.75,2.75,4.934292122270989,4.216
IE,2003,,13.9,85.7141754141768,3.01383792883469,3.91173085426291,,13.66889384836183,2.0,2.0,12.811959640921431,4.478
IE,2004,8.421561,12.6,104.895719569245,6.78813894175178,0.515337707388923,,22.378496978337203,2.0,2.0,20.194849037533924,4.491
IE,2005,4.700133,12.0,124.638031848001,5.73978266558288,3.07321020594998,0.480366744116291,18.82089408397973,2.25,2.25,17.24470816038357,4.237
IE,2006,3.55491,10.9,144.568695352522,4.98785480513406,3.41989670280822,0.534720753421795,15.990836191016644,3.5,3.5,14.834100364443437,4.355
IE,2007,3.616205,11.8,158.097607403232,5.31011673012934,1.19848949350619,0.629176742433281,9.358120039556647,4.0,4.0,8.945781571251121,4.98
IE,2008,2.850887,12.1,166.321037293602,-4.48406956719268,-0.504526765679074,1.92252115115214,5.201489146762306,2.5,2.5,5.07072696028068,6.774
IE,2009,1.083576,12.8,169.251111407609,-5.09578178826901,-4.624598995889,9.7963666080107,1.7616978355147197,1.0,1.0,1.7463598168882657,12.609
IE,2010,0.0173334,14.466759,133.274209706726,1.68297227062031,-2.85830310917899,12.4666710113595,-21.25652316352564,1.0,1.0,-23.89747455358071,14.534
IE,2011,5.305152,18.916551,114.569077145103,1.64877400406158,1.86453750802245,16.1214680824703,-14.035072954312932,1.0,1.0,-15.123079796798676,15.354
IE,2012,6.780249,19.24174,110.465824989067,-0.398960481731095,2.43515150873688,21.3116231755291,-3.5814656609646778,0.75,0.75,-3.647173792437197,15.451
IE,2013,6.858834,20.503867,102.245329399553,2.19217619489058,1.33941349781583,22.3727039607198,-7.441664053409824,0.25,0.25,-7.733108136939748,13.735
IE,2014,10.70941,22.677673,78.2802254597573,9.33603375045837,0.260925697359397,20.64880382204,-23.4388251087198,0.05,0.05,-26.708009294128487,11.858
IE,2015,16.06367,24.374692,51.2166254593615,24.6155698980205,8.90845066754397,16.9137587763139,-34.57271595916494,0.05,0.05,-42.42308273545774,9.908
IE,2016,14.43176,26.940846,47.3400512716839,1.2226384923421,0.119373802131435,12.6269750146121,-7.568976192610588,0.0,0.0,-7.870750820248684,8.374
IE,2017,14.6578,25.337047,42.6010661546094,10.0496284821662,1.49993727186828,11.4589228987576,-10.010519612405,0.0,0.0,-10.547740707163957,6.713
IE,2018,15.39093,25.385863,39.7499596173988,7.5443421414267,0.924336877126677,5.45685456904851,-6.692570854596114,0.0,0.0,-6.927045488032935,5.741
IE,2019,15.26282,24.974393,36.0629743585384,5.04054996161159,3.39169585174939,3.36383712525729,-9.275444036543345,0.0,0.0,-9.734212721389524,4.95
IE,2020,11.42363,25.469175,32.2997621376255,7.1578988000836,-1.92433936175075,3.36142776920367,-10.435113264643704,0.0,0.0,-11.020683193014014,5.623
IE,2021,10.9863,,26.4375836236451,16.2556135233358,1.09810280913958,2.4821487470182,-18.14929314030965,0.0,0.0,-20.027324617048148,6.364
IE,2022,,,25.4313711947437,8.61950345618772,6.76287575128831,1.60747302300572,-3.8059924205836593,2.5,2.5,-3.8803121530871287,4.501
IT,2000,11.04384,10.1,,3.88209885062652,1.75602880174426,,,4.75,4.75,,10.834
IT,2001,11.14171,10.4,59.9103207179669,2.00643329837733,3.06397974076236,,2.580927384077003,3.25,3.25,,9.599
IT,2002,13.39386,11.2,61.6384793639264,0.26992966378873,3.30500762478148,,2.884575854792959,2.75,2.75,2.843755110536339,9.211
IT,2003,14.32788,11.4,64.9071807206875,0.0665538088732092,3.16726436365273,,5.303020759908783,2.0,2.0,5.167191991898967,8.869
IT,2004,34.25506,11.6,67.1749295059094,1.4740217064723,2.62976042746949,,3.4938334403717297,2.0,2.0,3.4341844656093024,7.866
IT,2005,15.35978,10.6,70.300040738507,0.762410677306491,2.08420453015475,6.99617313682385,4.652198752694892,2.25,2.25,4.547227322017911,7.73
IT,2006,14.1104,10.1,75.1153209362712,1.79947992234244,2.21589142791035,6.56811457626493,6.849612243718983,3.5,3.5,6.625216679265122,6.777
IT,2007,16.24557,10.1,81.1708226078018,1.46229205289291,2.46674492041734,5.7776082194137,8.061606601758587,4.0,4.0,7.753130999969127,6.076
IT,2008,14.68172,10.4,83.2335798556298,-1.02313851177097,2.40459496845904,6.28258103994627,2.541254580842134,2.5,2.5,2.509501533106029,6.723
IT,2009,15.21512,11.7,86.9986796344792,-5.30515401233991,1.77253535397509,9.4463437392788,4.523534594306811,1.0,1.0,4.424207148926129,7.749
IT,2010,16.3626,12.065088,92.501740016207,1.52910573247101,0.597839702916559,10.0278370674613,6.325452759569039,1.0,1.0,6.1334513403240365,8.363
IT,2011,12.07697,12.684973,93.434132864862,0.695463154440176,1.72878370885738,11.7423491843706,1.007973307844412,1.0,1.0,1.0029271379305982,8.359
IT,2012,13.69699,13.415809,93.1160142531823,-3.12523877282996,1.70237982317502,13.7463696406392,-0.3404736598131674,0.75,0.75,-0.3410545903633988,10.655
IT,2013,10.923,13.698576,90.2279318804187,-1.81802510749792,1.12578403623358,16.5427056350995,-3.1015957844919284,0.25,0.25,-3.150713559118578,12.149
IT,2014,12.98474,14.304929,88.0646007046889,-0.0013876173045446,0.902550708834269,18.0330469839719,-2.3976291273049566,0.05,0.05,-2.4268401135651096,12.683
IT,2015,14.51827,14.788844,86.7679522186824,0.885667635240807,0.782776477740896,18.064368830052,-1.472383313647918,0.05,0.05,-1.4833304656783677,11.896
IT,2016,11.89046,13.751059,84.0804391360283,1.23622108511661,1.24817184167345,17.1162385246125,-3.097356816582142,0.0,0.0,-3.1463390028740434,11.688
IT,2017,15.72168,16.714913,79.5556072738612,1.60369995294101,0.709821715080693,14.3832990405839,-5.381551177256194,0.0,0.0,-5.53177096761388,11.211
IT,2018,14.28886,16.050502,75.441160157782,0.826646712344115,1.07058151640653,8.38628316437891,-5.17178770556761,0.0,0.0,-5.310322295809389,10.61
IT,2019,13.60503,17.16334,72.3613449346776,0.429162533780342,1.04700690430435,6.74918443535526,-4.082407026433699,0.0,0.0,-4.168076968746526,9.951
IT,2020,11.82571,19.287251,81.0726558295782,-8.86822122185345,1.57740278796771,4.35972073669912,12.03862490776604,0.0,0.0,11.367349110256251,9.164
IT,2021,13.16945,,74.4472993704123,8.93106210800055,1.28332187292641,3.34809683915318,-8.172122143245165,0.0,0.0,-8.525425410638654,9.497
IT,2022,,,68.3171872733754,4.82117669913565,3.45535917134771,2.79682283767597,-8.234163158204765,2.5,2.5,-8.593010531864653,8.069
LT,2000,6.912165,16.299999,,3.41862206571636,1.33167340047487,,,4.75,4.75,,15.931
LT,2001,6.261259,15.7,,6.48412665187908,-0.316237571319192,,,3.25,3.25,,16.84
LT,2002,7.376592,14.8,,6.71983945103626,0.315153589292521,,,2.75,2.75,,13.008
LT,2003,7.348288,13.2,,10.5518959629574,-0.812341044571113,,,2.0,2.0,,12.874
LT,2004,6.576754,12.4,,6.50203536075556,3.12114639733218,,,2.0,2.0,,10.684
LT,2005,5.316152,10.3,,7.7314467577492,6.37315052014824,,,2.25,2.25,,8.325
LT,2006,5.515723,10.8,,7.39548122468629,6.4850685026562,,,3.5,3.5,,5.78
LT,2007,5.967435,10.9,,11.0779282578673,8.91210801006264,,,4.0,4.0,,4.25
LT,2008,6.313632,11.6,,2.59946154605602,9.71607892640327,5.9947885892443,,2.5,2.5,,5.826
LT,2009,2.035037,12.9,,-14.8386117894848,-3.08953248731058,22.1397887438421,,1.0,1.0,,13.785
LT,2010,4.874434,14.825221,59.3924817866068,0.427199566550769,2.12172150752954,21.3129447476114,,1.0,1.0,,17.814
LT,2011,7.235579,14.243698,49.8866348915391,6.32363664821298,5.62227904002557,17.6402783873711,-16.00513500887464,1.0,1.0,-17.44145200713887,15.39
LT,2012,7.503041,15.653639,46.7472879638655,4.38290584355157,2.50518093222925,14.1140616832463,-6.292961901517313,0.75,0.75,-6.4996886453755565,13.365
LT,2013,8.231067,17.56966,43.2126751521985,4.04691318575325,0.833827550890589,11.5860323295319,-7.561107746826234,0.25,0.25,-7.862238406810329,11.77
LT,2014,7.878546,21.29274,41.0050730663437,3.7725437958099,0.609190658206288,8.1860494113904,-5.108691091397255,0.05,0.05,-5.243806614031721,10.698
LT,2015,8.752463,24.846203,41.4495300490263,2.83280643343234,-0.0022527821753755,4.94956913376007,1.0839073057216542,0.05,0.05,1.0780751361779473,9.12
LT,2016,7.18599,19.389401,42.7658484020997,2.67192215053329,0.987472424308564,3.66064619634649,3.175713576285344,0.0,0.0,3.126330580095616,7.862
LT,2017,6.807589,19.054685,40.9797374311557,4.61224310312809,4.09579153130848,3.17709584415856,-4.176489038988196,0.0,0.0,-4.266211399157438,7.073
LT,2018,6.853796,18.578844,39.993553498832,4.91836780106811,3.59301167619761,2.27014872045055,-2.4065159860539587,0.0,0.0,-2.4359456949928138,6.147
LT,2019,6.270332,19.892466,38.7394336544601,4.67735183530451,2.37586014042606,1.04438547521426,-3.1358049851922365,0.0,0.0,-3.186023986612474,6.255
LT,2020,5.52647,22.182906,37.0340108299265,0.0428158336981426,2.03874418596244,0.96915521153795,-4.402291576447071,0.0,0.0,-4.502133668295949,8.487
LT,2021,5.122434,,37.2020567095125,6.38001606179873,5.99976656722365,0.510408710751457,0.4537609505967932,0.0,0.0,0.4527345593326348,7.112
LT,2022,,,35.6991095636078,2.53752574011534,16.0665428207157,0.395781798037311,-4.03995713903742,2.5,2.5,-4.123830136223106,5.955
LU,2000,24.13867,13.1,,6.93812976136098,4.60847350000999,,,4.75,4.75,,2.345
LU,2001,25.92074,13.7,78.4548205201812,3.07435550952719,0.790073815662524,,,3.25,3.25,,1.805
LU,2002,29.11919,15.0,67.4938080199567,3.22541782301025,1.4644102115136,,-13.971114110706504,2.75,2.75,-15.048706369681495,2.621
LU,2003,29.63142,17.1,69.0540352114956,2.61937861354482,2.18597655053101,,2.311659746739392,2.0,2.0,2.285345649367443,3.675
LU,2004,29.4112,17.5,65.9964688128905,4.23188928835465,3.1173285931249,,-4.427788165080471,2.0,2.0,-4.528807936664236,5.113
LU,2005,30.84502,15.4,71.2724479975652,2.48287498468387,4.81732696675937,,7.994335575184874,2.25,2.25,7.690859138274586,4.488
LU,2006,30.74508,15.3,74.7241152133084,6.0167154014547,6.45467486127431,,4.842919406754653,3.5,3.5,4.729303838573351,4.731
LU,2007,31.22254,14.3,85.3118398397658,8.09866723048083,1.89248089465796,,14.169086641218232,4.0,4.0,13.25103796788154,4.065
LU,2008,29.47565,15.4,101.153326883708,-0.300175624936841,6.60996479623324,,18.5689197111397,2.5,2.5,17.032420646070534,5.06
LU,2009,34.39798,19.200001,100.973750998797,-3.23895409147492,0.870687970906587,0.670613945190373,-0.1775284021230949,1.0,1.0,-0.1776861705410581,5.194
LU,2010,35.6054,17.651634,86.1171271698051,3.76041454320028,4.64841750360225,0.247232603084002,-14.713352412914627,1.0,1.0,-15.915227847852265,4.423
LU,2011,34.29649,16.353887,84.1766300496446,1.04429855323325,3.44946182436412,0.379416485489736,-2.2533231006815257,1.0,1.0,-2.279098361539056,5.122
LU,2012,41.28843,19.053337,83.5829451760101,1.64990212764553,3.26597721899194,0.145588493246799,-0.7052846773318966,0.75,0.75,-0.7077835661640997,5.03
LU,2013,44.26462,20.884602,86.66145807119,3.17178989968683,2.27602508879494,0.21316440756553,3.683183080827224,0.25,0.25,3.616974715567256,6.045
LU,2014,38.70667,20.237997,86.3059645397737,2.62308679154881,2.79670142376848,,-0.4102094971957126,0.05,0.05,-0.4110531643459758,6.044
LU,2015,46.61733,22.044361,91.7840511552667,2.26978423302835,2.21918090837401,,6.34728624458909,0.05,0.05,6.153983812138719,6.796
LU,2016,54.32573,24.645796,96.2530859448861,4.97819011520116,-1.10761662343417,0.904844283559195,4.869075545662449,0.0,0.0,4.754248657823545,6.669
LU,2017,57.44071,25.908706,100.473133493731,1.31718713754285,2.14290452657747,0.791204996244052,4.384324416633545,0.0,0.0,4.2909328920955225,5.523
LU,2018,53.49949,25.004478,105.495019442592,1.61129561338169,1.83958806564863,0.896966330444119,4.998237612619438,0.0,0.0,4.877337938684878,5.589
LU,2019,55.10573,21.907832,109.012204271952,2.74931929072659,0.916370421543562,0.738897535704604,3.3339818770060203,0.0,0.0,3.279609903238612,5.592
LU,2020,54.36499,24.317805,110.212149628241,-0.510051634039826,3.86906326889533,1.02804099898325,1.1007440536616508,0.0,0.0,1.094729959247598,6.766
LU,2021,51.66831,,102.997694439279,6.9297342584233,5.90212972470607,1.25487767534597,-6.545970851033422,0.0,0.0,-6.77005374572035,5.571
LU,2022,,,102.548904653446,-1.09505351160836,6.21752167262224,1.58802284953164,-0.4357279920450874,2.5,2.5,-0.436680053064542,4.588
LV,2000,5.776068,14.0,,5.84102642353959,3.77491627532211,,,4.75,4.75,,14.211
LV,2001,6.242424,14.2,,6.46057826727287,2.62319690540396,,,3.25,3.25,,13.821
LV,2002,6.183351,13.1,,7.66548778586991,3.2590042864354,,,2.75,2.75,,13.829
LV,2003,6.085133,11.7,,8.42913257059108,3.64549702476506,,,2.0,2.0,,12.061
LV,2004,5.9533,11.7,,8.72514341727928,6.92499119111602,,,2.0,2.0,,11.708
LV,2005,6.011862,10.1,,11.6153178557457,10.4453384763468,,,2.25,2.25,,10.033
LV,2006,5.844496,10.2,,12.825017846905,10.2263850696837,,,3.5,3.5,,7.03
LV,2007,6.218521,11.1,,10.4145372792714,19.5504855610846,,,4.0,4.0,,6.052
LV,2008,4.991768,11.0,,-3.38871665849958,12.3743988896519,3.04485753229265,,2.5,2.5,,7.739
LV,2009,3.166431,13.7,,-16.0400195313042,-5.7316239303985,20.2710789757026,,1.0,1.0,,17.515
LV,2010,4.127305,13.912587,96.644175615306,-3.66125859554762,-0.483861317727076,22.2897256358893,,1.0,1.0,,19.482
LV,2011,6.085433,16.533652,82.8884474030274,3.03634482668815,4.70810709744489,14.0547877289945,-14.233375291061034,1.0,1.0,-15.354024457648483,16.206
LV,2012,6.852037,16.73666,67.2042310187968,7.30524057200897,2.87856729481426,8.7237859152224,-18.92207765452456,0.75,0.75,-20.975948948007783,15.047
LV,2013,7.21825,18.051898,60.3337746211285,2.09609028156248,1.90052969117932,6.4070404515206,-10.223249776858044,0.25,0.25,-10.784415040302608,11.867
LV,2014,7.384685,19.709557,53.2195315549173,2.0949597710559,1.66994918996278,4.59775813860822,-11.791476848391705,0.05,0.05,-12.546659327216949,10.846
LV,2015,8.277837,21.823141,49.9910230947156,3.78336712084972,0.38688741781985,4.64467819332291,-6.066397741344643,0.05,0.05,-6.258201225758553,9.873
LV,2016,8.138029,20.378739,48.3668701185648,2.55168601974034,0.607930583315365,6.25574429476529,-3.2488892517234524,0.0,0.0,-3.302837354176047,9.643
LV,2017,7.095502,20.821084,43.6866052240662,3.39894872623931,2.70923995206107,5.50697759974228,-9.676592434088803,0.0,0.0,-10.177353915783405,8.715
LV,2018,8.351654,22.307039,37.9065537383829,4.30971286294503,3.74027873968454,5.28840202667788,-13.23071787344825,0.0,0.0,-14.191751950778064,7.412
LV,2019,7.930617,21.687244,35.718874565601,0.675372771884227,4.31638188410186,5.00157140027426,-5.771242587443992,0.0,0.0,-5.944477060628195,6.312
LV,2020,6.765033,26.818484,34.7313232736821,-3.46922750780554,2.39332693904262,3.09137577308037,-2.7647883756952374,0.0,0.0,-2.8037280612523308,8.098
LV,2021,7.114153,,32.452830258812,6.94254173062592,3.29734326527044,2.47301429041714,-6.560340350166404,0.0,0.0,-6.785430936093828,7.513
LV,2022,,,30.9891986562206,1.80677198008065,9.83538053436664,2.28796782873969,-4.51002760288981,2.5,2.5,-4.614894509178624,6.815
MT,2000,18.14401,,,19.6812692571544,-9.89868766410321,,,4.75,4.75,,6.324
MT,2001,17.53679,,,-0.75667262732631,4.3703577622894,,,3.25,3.25,,7.107
MT,2002,17.00887,,,2.74112013880779,2.6327565910166,,,2.75,2.75,,6.902
MT,2003,31.44428,,,3.6942613101231,2.03509049018481,,,2.0,2.0,,7.488
MT,2004,28.02992,21.299999,,0.407159747560954,2.51336390858192,,,2.0,2.0,,7.317
MT,2005,27.94771,17.1,97.6395682328255,2.88067127282936,1.96456655373768,8.20906380726336,,2.25,2.25,,6.923
MT,2006,34.52384,15.0,106.7902931459,2.33612273361229,2.27230959895456,6.47013971237757,9.371943238477076,3.5,3.5,8.958421076522338,6.798
MT,2007,24.46074,12.3,108.545127289589,5.03666395081845,2.24029427314802,5.31015886166558,1.6432524829681938,4.0,4.0,1.6298971981084875,6.472
MT,2008,17.49671,11.5,114.338399324303,4.41012622523094,3.37328319621939,5.01177403541518,5.337201382847923,2.5,2.5,5.199646024553761,5.977
MT,2009,25.58214,15.3,121.480767323794,-1.395342554571,2.2464235361428,5.78360747367995,6.246692311331725,1.0,1.0,6.059349014438364,6.889
MT,2010,24.20641,14.801122,114.918833293989,6.1973451691119,2.76562917696803,7.01547424164959,-5.401623791455701,1.0,1.0,-5.55298748921178,6.847
MT,2011,23.10364,15.481697,116.855634397864,0.991963675296375,1.48287268081009,7.0887209730083,1.685364398818967,1.0,1.0,1.6713197160980189,6.378
MT,2012,26.66566,16.083235,108.521145365497,4.10259030296838,2.15973974277171,7.75197194482716,-7.1322953962067,0.75,0.75,-7.399423673483518,6.197
MT,2013,26.27657,16.506749,99.7930531878586,6.29171574401258,2.25574521031584,8.94793807670442,-8.04275714953281,0.25,0.25,-8.384646859491696,6.106
MT,2014,19.47697,14.72535,94.4151790579451,7.63112937482686,2.27101333965535,9.04960051895585,-5.389026548561205,0.05,0.05,-5.539671822797132,5.725
MT,2015,18.29171,14.997574,83.3454223335771,9.62109756228348,4.20024275785261,7.09795110848624,-11.72455195744976,0.05,0.05,-12.470816865494072,5.389
MT,2016,18.69421,16.158016,79.2561370106737,4.07771929481284,2.12564879127972,5.29469189649343,-4.906430621392355,0.0,0.0,-5.030883829605415,4.687
MT,2017,20.53146,17.284437,70.8289207451458,12.972119343498,2.13502563545586,4.06994769176586,-10.632887979883476,0.0,0.0,-11.241744598638537,4.002
MT,2018,19.53803,18.125014,69.0382116061929,7.18909653691901,1.79841671689434,3.35528926091019,-2.5282174570980143,0.0,0.0,-2.5607259687782324,3.658
MT,2019,20.78991,20.084602,69.4745075850741,4.08470602847339,2.50640359192941,3.20817921458462,0.6319630371799168,0.0,0.0,0.6299745241590493,3.616
MT,2020,19.10613,21.664855,75.0274600384022,-3.35834253154739,1.86421393908336,3.66282402946949,7.992791379670172,0.0,0.0,7.689429242394663,4.347
MT,2021,18.40884,,68.3943052764267,13.2997893209653,2.4475861350641,5.20059938092041,-8.840969371188045,0.0,0.0,-9.256461540110903,3.394
MT,2022,,,67.7746261927507,4.26931853012293,5.07174749639634,3.50025710935779,-0.9060390059837165,2.5,2.5,-0.9101685015370008,2.921
NL,2000,17.24958,10.7,,4.2197537762102,3.27013371224606,,,4.75,4.75,,2.725
NL,2001,15.35433,11.7,110.22236670732,2.32357570819386,4.37499184333423,,3.2433770735330603,3.25,3.25,,2.119
NL,2002,24.29278,12.0,108.80306461908,0.245785659129112,3.87769356261167,,-1.287671577592553,2.75,2.75,-1.2960339320569505,2.554
NL,2003,39.24018,12.3,108.372289041971,0.097832364227159,2.28608662881584,,-0.3959222827198405,2.0,2.0,-0.3967081299048658,3.593
NL,2004,8.852095,12.3,112.327939906654,2.01630996216733,1.19744972515868,,3.6500575005396607,2.0,2.0,3.5850207650317323,4.646
NL,2005,9.998373,12.6,115.890888447757,2.03396336199143,1.97959013183055,,3.171916572193756,2.25,2.25,3.122650378787561,5.872
NL,2006,10.74206,11.9,112.9576606451,3.53737509680782,2.57662114799857,,-2.531025382534091,3.5,3.5,-2.5636067675164576,5.007
NL,2007,12.02108,13.2,112.717594636907,3.88530644801823,2.04942752978796,,-0.2125274256053133,4.0,4.0,-0.2127535856300433,4.153
NL,2008,3.523042,11.9,110.218655333418,2.11681593642137,2.41226614668635,1.68139773681757,-2.2169913326652635,2.5,2.5,-2.2419359548906392,3.658
NL,2009,6.208343,14.9,116.241095699118,-3.66529049145096,0.437660527727786,3.20168767980185,5.464084412463355,1.0,1.0,5.320027685851247,4.352
NL,2010,7.759908,13.905542,112.988202580938,1.31932032302214,0.710272807048582,2.83234869790716,-2.7984019753219624,1.0,1.0,-2.838303407373477,4.991
NL,2011,7.153244,13.477629,113.511600093494,1.77334516269423,0.242655838190146,2.71087690835903,0.463232001749092,1.0,1.0,0.4621623842468558,4.977
NL,2012,8.412597,14.231594,116.009249018583,-0.977876877747732,1.32912962087366,3.09784428543666,2.2003468570893414,0.75,0.75,2.176488568073776,5.821
NL,2013,8.942967,14.888085,112.965937313599,-0.0302325600539604,1.144927441192,3.22716888618912,-2.623335407073024,0.25,0.25,-2.658358727908628,7.241
NL,2014,9.642394,17.947769,115.202607618029,1.61261001294011,0.344078059275915,2.98266215275664,1.9799510875750936,0.05,0.05,1.960605001118143,7.419
NL,2015,9.511075,20.111145,110.132942396396,2.12060523860846,0.888432954114009,2.71198466589929,-4.400651449177451,0.05,0.05,-4.500418027589337,6.872
NL,2016,11.03037,22.375286,112.686916374492,2.42428572955482,0.565543760069971,2.54052744825368,2.3189918679404897,0.0,0.0,2.292511849686285,6.007
NL,2017,12.20702,22.028395,109.260968408267,2.78154619309936,1.43932706656167,2.30542707664559,-3.0402357935144453,0.0,0.0,-3.087409553384824,4.837
NL,2018,12.15548,22.29645,103.704813959071,2.2587403735731,2.53340289331616,1.95988149570236,-5.085214354347245,0.0,0.0,-5.219069013034439,3.832
