term,estimate,std_err
gdp_growth,0.21837352453297174,0.10033891149989527
L1_credit_growth,-0.18375795654250954,0.04206600264543218
policy_rate,-0.8457702568387845,0.4789259103616189
inflation,0.4053928829644372,0.17936114764086822
unemployment,1.0532934467845299,0.1066524669502711
credit_to_gdp_gap,0.28326931792204235,0.04107763014223473
