
country,year,bank_z_score,bank_z_score_avail,npl_ratio,npl_ratio_filled,imputed_npl,capital_adequacy_ratio,capital_adequacy_ratio_filled,imputed_tier1,credit_to_gdp_ratio,credit_to_gdp_gap,credit_growth,credit_growth_log,gdp_growth,inflation,unemployment,policy_rate,financial_crisis_dummy,debt_crisis_dummy,covid_dummy
LT,2002,7.376592,1,,5.9947885892443,1,14.8,14.8,0,,-0.9941240809372474,,,6.71983945103626,0.315153589292521,13.008,2.75,0,0,0
LT,2003,7.348288,1,,5.9947885892443,1,13.2,13.2,0,,-0.6722907931698572,,,10.5518959629574,-0.812341044571113,12.874,2.0,0,0,0
LT,2004,6.576754,1,,5.9947885892443,1,12.4,12.4,0,,-0.2689989823083323,,,6.50203536075556,3.12114639733218,10.684,2.0,0,0,0
LT,2005,5.316152,1,,5.9947885892443,1,10.3,10.3,0,,0.2604963308729964,,,7.7314467577492,6.37315052014824,8.325,2.25,0,0,0
LT,2006,5.515723,1,,5.9947885892443,1,10.8,10.8,0,,0.9636301154228946,,,7.39548122468629,6.4850685026562,5.78,3.5,0,0,0
LT,2007,5.967435,1,,5.9947885892443,1,10.9,10.9,0,,1.8852323770813653,,,11.0779282578673,8.91210801006264,4.25,4.0,0,0,0
LT,2008,6.313632,1,5.9947885892443,5.9947885892443,0,11.6,11.6,0,,3.0604968204341887,,,2.59946154605602,9.71607892640327,5.826,2.5,1,0,0
LT,2009,2.035037,1,22.1397887438421,22.1397887438421,0,12.9,12.9,0,,4.505764826296293,,,-14.8386117894848,-3.08953248731058,13.785,1.0,1,0,0
LT,2010,4.874434,1,21.3129447476114,21.3129447476114,0,14.825221,14.825221,0,59.3924817866068,6.206772807278291,,,0.427199566550769,2.12172150752954,17.814,1.0,1,0,0
LT,2011,7.235579,1,17.6402783873711,17.6402783873711,0,14.243698,14.243698,0,49.8866348915391,-1.4016473673398764,-16.00513500887464,-17.44145200713887,6.32363664821298,5.62227904002557,15.39,1.0,0,1,0
LT,2012,7.503041,1,14.1140616832463,14.1140616832463,0,15.653639,15.653639,0,46.7472879638655,-2.5685377988215947,-6.292961901517313,-6.4996886453755565,4.38290584355157,2.50518093222925,13.365,0.75,0,1,0
LT,2013,8.231067,1,11.5860323295319,11.5860323295319,0,17.56966,17.56966,0,43.2126751521985,-4.16303682860611,-7.561107746826234,-7.862238406810329,4.04691318575325,0.833827550890589,11.77,0.25,0,1,0
LT,2014,7.878546,1,8.1860494113904,8.1860494113904,0,21.29274,21.29274,0,41.0050730663437,-4.544554958951366,-5.108691091397255,-5.243806614031721,3.7725437958099,0.609190658206288,10.698,0.05,0,0,0
LT,2015,8.752463,1,4.94956913376007,4.94956913376007,0,24.846203,24.846203,0,41.4495300490263,-2.4281005909095867,1.0839073057216542,1.0780751361779473,2.83280643343234,-0.0022527821753755,9.12,0.05,0,0,0
LT,2016,7.18599,1,3.66064619634649,3.66064619634649,0,19.389401,19.389401,0,42.7658484020997,0.4115173831846945,3.175713576285344,3.126330580095616,2.67192215053329,0.987472424308564,7.862,0.0,0,0,0
LT,2017,6.807589,1,3.17709584415856,3.17709584415856,0,19.054685,19.054685,0,40.9797374311557,0.0296780806444445,-4.176489038988196,-4.266211399157438,4.61224310312809,4.09579153130848,7.073,0.0,0,0,0
